     Diagonalizing the dynamical matrix

     q = (    0.000000000   0.000000000   0.000000000 ) 

 **************************************************************************
     freq (    1) =      -0.292542 [THz] =      -9.758149 [cm-1]
     freq (    2) =      -0.292542 [THz] =      -9.758149 [cm-1]
     freq (    3) =      -0.275104 [THz] =      -9.176485 [cm-1]
     freq (    4) =       4.186055 [THz] =     139.631750 [cm-1]
     freq (    5) =       4.186055 [THz] =     139.631750 [cm-1]
     freq (    6) =       7.283362 [THz] =     242.946811 [cm-1]
 **************************************************************************
     Diagonalizing the dynamical matrix

     q = (    1.250000000   0.000000000   0.000000000 ) 

 **************************************************************************
     freq (    1) =       4.930731 [THz] =     164.471468 [cm-1]
     freq (    2) =       4.951344 [THz] =     165.159069 [cm-1]
     freq (    3) =       5.328887 [THz] =     177.752547 [cm-1]
     freq (    4) =       5.912185 [THz] =     197.209252 [cm-1]
     freq (    5) =       6.416505 [THz] =     214.031578 [cm-1]
     freq (    6) =       6.506784 [THz] =     217.042964 [cm-1]
 **************************************************************************
     Diagonalizing the dynamical matrix

     q = (    1.000000000   0.577350000   0.000000000 ) 

 **************************************************************************
     freq (    1) =      -0.270509 [THz] =      -9.023216 [cm-1]
     freq (    2) =      -0.270509 [THz] =      -9.023216 [cm-1]
     freq (    3) =      -0.248772 [THz] =      -8.298127 [cm-1]
     freq (    4) =       4.188193 [THz] =     139.703071 [cm-1]
     freq (    5) =       4.188193 [THz] =     139.703071 [cm-1]
     freq (    6) =       7.284218 [THz] =     242.975373 [cm-1]
 **************************************************************************
     Diagonalizing the dynamical matrix

     q = (    0.000000000   0.000000000   0.646677842 ) 

 **************************************************************************
     freq (    1) =      -0.283056 [THz] =      -9.441737 [cm-1]
     freq (    2) =      -0.283056 [THz] =      -9.441737 [cm-1]
     freq (    3) =      -0.256963 [THz] =      -8.571351 [cm-1]
     freq (    4) =       4.188069 [THz] =     139.698940 [cm-1]
     freq (    5) =       4.188069 [THz] =     139.698940 [cm-1]
     freq (    6) =       7.284061 [THz] =     242.970127 [cm-1]
 **************************************************************************
